Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
KEGG_PATHWAY,hsa04966:Collecting duct acid secretion,12,1.2012012012012012,1.7800461808234096E-8,"51382, 50617, 523, 1188, 535, 6521, 525, 245972, 127124, 245973, 527, 529",416,27,8644,9.235042735042736,5.571529062997627E-6,2.785772272988636E-6,2.625568116714529E-6
GOTERM_CC_FAT,GO:0016469~proton-transporting two-sector ATPase complex,16,1.6016016016016015,4.3197446073193245E-8,"50617, 51606, 245972, 127124, 245973, 27109, 51382, 498, 533, 523, 535, 525, 537, 527, 529, 10159",865,56,17811,5.883071841453345,3.663076413118471E-5,9.157858567516968E-6,8.434301345790981E-6
GOTERM_BP_FAT,GO:0016310~phosphorylation,165,16.516516516516518,4.5071419844548995E-8,"5261, 22998, 10251, 9467, 222658, 6195, 81848, 230, 10019, 595, 55561, 2149, 27124, 57223, 753, 1453, 10252, 94, 4205, 5536, 4723, 4208, 9618, 9079, 5155, 9513, 1909, 6521, 219771, 1351, 27010, 2039, 83983, 10309, 84313, 79007, 28984, 1464, 55697, 4697, 5787, 3643, 9867, 6878, 6877, 10268, 197258, 5681, 8711, 8312, 128853, 6895, 1120, 285613, 3815, 10912, 2324, 3939, 57521, 2321, 658, 51422, 538, 659, 10474, 374291, 8829, 2968, 51704, 9377, 9894, 92597, 5175, 8682, 7078, 161742, 3791, 3672, 5213, 9655, 9094, 57493, 2580, 7075, 780, 3270, 5728, 57017, 1003, 1365, 55753, 83483, 4238, 7867, 5604, 158067, 9146, 5580, 5583, 2078, 7084, 2621, 25780, 5336, 10298, 5217, 2869, 1537, 5859, 23779, 7098, 5594, 9677, 65975, 1152, 23411, 284, 55012, 23097, 2873, 2631, 203, 84231, 8613, 54205, 3607, 284086, 7384, 9961, 7422, 5245, 2254, 1160, 57447, 4708, 1159, 27020, 55781, 2885, 1399, 80347, 57608, 613, 284114, 4700, 9318, 51347, 5911, 10159, 5256, 2022, 23236, 23479, 57217, 2534, 57731, 153090, 10044, 55715, 5128, 5129, 5525, 10201, 56924, 199731",901,2353,19367,1.5072995816614019,3.2977826885427497E-4,8.245816260560239E-5,7.969753814012376E-5
UP_SEQ_FEATURE,COMPBIAS:Polar residues,404,40.44044044044044,5.0467895425494046E-8,"22998, 25909, 9063, 81848, 10657, 55561, 51088, 55324, 57620, 1453, 57509, 92979, 4601, 115948, 9079, 161725, 115704, 201176, 57514, 2313, 79886, 283358, 55697, 800, 4854, 10300, 23704, 399665, 55340, 54492, 81628, 6928, 55342, 57520, 55346, 1112, 57521, 2321, 4862, 26092, 374291, 6925, 3791, 9094, 404093, 2580, 5728, 124995, 9091, 1003, 57533, 6935, 947, 5604, 157313, 91694, 4651, 3200, 57666, 114790, 83714, 57662, 284252, 56341, 10749, 80314, 10869, 375033, 4775, 605, 219623, 22937, 155038, 50807, 6731, 2494, 146562, 79596, 1159, 27146, 10838, 613, 284114, 6721, 7812, 2022, 57572, 389692, 27153, 55036, 550631, 153090, 4676, 5525, 348013, 2034, 126695, 1181, 23327, 10019, 126326, 54873, 51368, 10252, 5414, 90835, 6867, 4205, 11346, 639, 4208, 4209, 6641, 6522, 3133, 317762, 23216, 2039, 388135, 445815, 55731, 54768, 6878, 6877, 10146, 7849, 5681, 128853, 116985, 25960, 25962, 23301, 3382, 23303, 126669, 775, 51267, 78987, 54538, 537, 538, 54899, 659, 10474, 199920, 163882, 388284, 780, 665, 25970, 2299, 7866, 85026, 5447, 4238, 7867, 641700, 6670, 23648, 6671, 8611, 7884, 2078, 116449, 116448, 80833, 57700, 53343, 54795, 55527, 5338, 6549, 10335, 55529, 7770, 8741, 200958, 23411, 55890, 51294, 78992, 55893, 323, 54566, 79600, 90506, 90627, 84196, 196883, 284086, 9828, 163859, 25804, 22899, 5364, 25929, 4034, 22893, 573, 55303, 55666, 57608, 5119, 285382, 9839, 5256, 8642, 64147, 25930, 80724, 80728, 23513, 5128, 5129, 10445, 9862, 6597, 7325, 23288, 64837, 51760, 5138, 9873, 9513, 6002, 164312, 79089, 28984, 9867, 1901, 8314, 131544, 8312, 23023, 23265, 161198, 29800, 29803, 23382, 143884, 7337, 51422, 11168, 51669, 54816, 84461, 32, 5175, 9413, 23277, 63898, 54940, 23274, 116224, 9649, 6018, 11178, 6397, 5188, 9788, 10052, 23247, 254050, 274, 395, 1810, 122961, 51322, 85457, 89932, 2908, 9537, 10298, 9677, 65975, 162333, 29915, 23138, 1820, 23371, 51330, 23373, 84231, 11037, 84230, 9564, 7145, 9569, 64411, 399909, 9681, 375616, 64419, 117246, 51465, 10395, 55824, 84146, 11245, 51347, 1717, 1838, 84261, 10160, 10042, 23236, 222229, 23359, 51474, 152206, 54620, 54862, 10044, 9209, 10043, 84256, 85462, 151230, 56924, 8495, 9467, 257364, 6195, 55040, 169611, 27124, 255057, 57223, 2828, 93663, 9230, 145781, 84708, 83986, 283638, 1500, 3927, 79007, 57477, 79009, 27134, 10827, 22918, 1627, 2956, 7068, 285613, 90060, 10908, 79152, 57480, 112703, 55062, 1998, 3815, 283989, 387751, 83892, 4901, 1879, 1999, 50617, 22900, 22906, 57493, 26269, 57130, 200014, 55196, 57017, 1523, 400566, 26024, 9146, 9026, 114822, 7084, 9143, 114825, 79058, 2624, 1656, 58476, 23086, 2869, 55092, 64925, 79047, 59339, 23097, 5909, 2873, 3964, 3607, 27303, 163183, 29842, 84662, 153241, 11098, 57175, 2534, 84895, 5924",967,6915,20558,1.2420628386800574,1.802550790838131E-4,8.75563013525148E-5,8.753179637032826E-5
KEGG_PATHWAY,hsa05110:Vibrio cholerae infection,15,1.5015015015015014,5.336275327215034E-8,"50617, 51606, 245972, 127124, 245973, 51382, 533, 523, 535, 3784, 525, 5336, 537, 527, 529",416,50,8644,6.233653846153845,1.6702402750423673E-5,5.567513924727685E-6,5.247337405094783E-6
GOTERM_CC_FAT,GO:0005739~mitochondrion,137,13.713713713713712,7.09224240092108E-8,"64432, 9467, 1583, 23600, 79133, 7284, 64837, 79135, 599, 84688, 11067, 22907, 5533, 57509, 5138, 81570, 5414, 128989, 91647, 4723, 51805, 90550, 51409, 25915, 5033, 9238, 11194, 1351, 26164, 56942, 55572, 26284, 83985, 79922, 255189, 4697, 64978, 60528, 79671, 90580, 27109, 498, 3939, 51300, 79714, 80142, 374291, 10873, 8829, 3419, 32, 3418, 9377, 125170, 132001, 7991, 64981, 22906, 25973, 57017, 57019, 51031, 124995, 2731, 27235, 80017, 665, 55753, 26024, 823, 549, 5447, 84971, 11334, 5604, 5580, 9026, 90362, 23408, 5188, 26515, 7084, 79575, 26073, 84769, 122961, 53343, 2908, 55527, 197322, 1537, 5859, 5594, 285367, 1152, 23411, 3052, 2631, 90624, 54205, 51218, 10587, 90627, 3607, 56901, 10102, 84196, 7384, 155038, 5245, 291, 292, 1160, 4708, 1159, 51100, 80347, 217, 54977, 284114, 4700, 2806, 51629, 64146, 8402, 399512, 80724, 57176, 23479, 2534, 84895, 622, 389203, 11132, 89941, 51754, 10201",865,1795,17811,1.5715503888450577,6.0140409215758694E-5,1.2028443111962152E-5,1.1078082630238726E-5
UP_SEQ_FEATURE,TRANSIT:Mitochondrion,57,5.7057057057057055,7.35149465596262E-8,"23408, 5188, 1583, 7084, 79133, 7284, 26073, 122961, 53343, 81570, 91647, 4723, 197322, 1537, 90550, 51805, 9238, 285367, 11194, 1351, 26284, 79922, 51218, 10587, 10102, 7384, 1160, 64978, 60528, 79671, 90580, 27109, 1159, 4708, 498, 217, 79714, 2806, 374291, 10873, 3419, 32, 3418, 9377, 64146, 64981, 57176, 25973, 23479, 57017, 2731, 124995, 80017, 27235, 55753, 622, 549",967,557,20558,2.1755749425846473,2.6256092366316874E-4,8.75563013525148E-5,8.753179637032826E-5
GOTERM_BP_FAT,GO:0061795~Golgi lumen acidification,8,0.8008008008008007,1.2811186881566692E-7,"51382, 51606, 533, 523, 537, 7337, 527, 10159",901,11,19367,15.632731308646958,9.370833786725985E-4,1.5181916564714406E-4,1.467363977346611E-4
GOTERM_BP_FAT,GO:0001568~blood vessel development,73,7.307307307307307,1.4548626951790133E-7,"9146, 10052, 3200, 2034, 91010, 57381, 23129, 2548, 2701, 2624, 57343, 79812, 1012, 5138, 5534, 4204, 2828, 10298, 94, 639, 4846, 4208, 7098, 5594, 5155, 1909, 26523, 23411, 284, 51330, 28984, 1464, 2113, 79602, 800, 5787, 10266, 8613, 4854, 4855, 90627, 1901, 9444, 7422, 2254, 161198, 25960, 147372, 6608, 2324, 1399, 2321, 57608, 54538, 79879, 659, 538, 8829, 5175, 161742, 3791, 113026, 57493, 2022, 7075, 10800, 5728, 1003, 153090, 947, 641700, 5604, 10203",901,819,19367,1.915916245549986,0.001064102,1.5181916564714406E-4,1.467363977346611E-4
GOTERM_BP_FAT,GO:0016241~regulation of macroautophagy,28,2.8028028028028027,1.6193114171620233E-7,"23265, 245972, 245973, 291, 292, 55062, 51382, 26073, 81876, 51100, 533, 51322, 535, 51606, 3791, 23411, 141, 84219, 665, 523, 23274, 57533, 525, 823, 10043, 527, 11178, 529",901,187,19367,3.2185035047214323,0.00118431,1.5181916564714406E-4,1.467363977346611E-4
GOTERM_BP_FAT,GO:0006796~phosphate-containing compound metabolic process,209,20.92092092092092,1.7175407621628862E-7,"5261, 22998, 222658, 230, 81848, 595, 55561, 1453, 5138, 4723, 4846, 9618, 9079, 5155, 9513, 1909, 1351, 10309, 84313, 28984, 1464, 55697, 3643, 9867, 197258, 8312, 1120, 498, 2324, 57521, 2321, 51422, 374291, 3418, 9894, 5175, 8682, 3791, 161742, 3672, 9655, 9094, 2580, 5728, 9091, 1003, 1365, 83483, 5604, 157313, 272, 79575, 25780, 953, 10298, 5859, 9677, 65975, 1152, 284, 55012, 23371, 51573, 84231, 8459, 27293, 7384, 2254, 1160, 64419, 57447, 1159, 27020, 1399, 80347, 613, 10395, 284114, 9318, 51347, 10159, 2022, 23236, 23479, 57217, 90809, 153090, 10044, 55715, 5525, 56924, 199731, 10251, 9467, 6195, 10019, 2149, 27124, 753, 57223, 5533, 10252, 22908, 5534, 4204, 94, 4205, 5536, 4208, 92579, 6521, 219771, 3251, 27010, 84836, 2039, 83983, 79007, 523, 255189, 525, 4697, 5787, 527, 283871, 6878, 6877, 10268, 5681, 8711, 6895, 128853, 285613, 10908, 27109, 3815, 10912, 3939, 775, 658, 538, 659, 10474, 8829, 2968, 51704, 9377, 92597, 132001, 7078, 5213, 57493, 7075, 3270, 780, 57017, 168537, 55753, 4238, 7867, 158067, 9146, 5580, 5583, 8611, 2078, 7084, 2621, 53343, 2982, 5336, 5217, 5338, 2869, 1537, 55529, 23779, 7098, 5594, 23411, 23097, 2631, 203, 2873, 8613, 54205, 3607, 196883, 284086, 9961, 7422, 5245, 80736, 2766, 4708, 55781, 2885, 57608, 4700, 5911, 5256, 25930, 171586, 2534, 57731, 9605, 5128, 5129, 10201",901,3219,19367,1.3956061384971792,0.001256107,1.5181916564714406E-4,1.467363977346611E-4
GOTERM_BP_FAT,GO:0097401~synaptic vesicle lumen acidification,9,0.9009009009009009,1.9456289318748066E-7,"51382, 50617, 51606, 523, 535, 525, 537, 529, 10159",901,16,19367,12.090940621531633,0.001422798,1.5181916564714406E-4,1.467363977346611E-4
GOTERM_BP_FAT,GO:0022607~cellular component assembly,217,21.72172172172172,2.0745991479522284E-7,"22998, 9862, 10095, 6597, 9742, 25909, 8775, 9066, 138162, 79414, 1453, 84688, 91647, 137075, 6904, 115948, 90550, 9873, 25915, 9513, 9073, 115704, 2314, 55572, 10309, 84313, 28984, 1464, 24144, 800, 7205, 2319, 1901, 928, 8312, 29800, 84229, 6928, 81876, 84100, 11168, 374291, 32, 6925, 125170, 5175, 3791, 2580, 141, 5728, 1003, 1365, 57533, 3784, 947, 9788, 4651, 9423, 10052, 23129, 254050, 274, 395, 1810, 26073, 57662, 122961, 1012, 284252, 80306, 56341, 26523, 284, 58526, 23373, 84231, 51218, 54849, 11037, 84230, 50807, 22937, 6050, 146562, 5082, 27020, 51100, 1399, 85478, 613, 10395, 7812, 50813, 10160, 23479, 27153, 55036, 90809, 2017, 51474, 27158, 152206, 389203, 153090, 4676, 10043, 79903, 85462, 64792, 91010, 79133, 7283, 2701, 51364, 1730, 27124, 753, 115201, 22907, 4204, 94, 4205, 11346, 1615, 93663, 90952, 3251, 25876, 55971, 26284, 1500, 2039, 525, 7965, 54768, 10266, 6878, 6877, 1627, 10146, 6895, 116985, 55062, 51382, 3815, 63917, 538, 83892, 8829, 22900, 92359, 57493, 161582, 57019, 25970, 4478, 84971, 129880, 9146, 5580, 23648, 9026, 5583, 114822, 258010, 57381, 23766, 114825, 1656, 2622, 84769, 2621, 84885, 58476, 54795, 5336, 5217, 57704, 8607, 25839, 64123, 23411, 3052, 375307, 79047, 79600, 5909, 196527, 90624, 29070, 25804, 22899, 5364, 7422, 25929, 4034, 25809, 22893, 23500, 8195, 4708, 2886, 2885, 4700, 5911, 5119, 9839, 51626, 153241, 8642, 64147, 57175, 25930, 26100, 57731, 352909, 54903",901,3378,19367,1.380821848495422,0.00151704,1.5181916564714406E-4,1.467363977346611E-4
